AVERAGE_GENE_EXPRESSION	r0.4_C0	r0.4_C1	r0.4_C2	r0.4_C5	r0.4_C6	r0.4_C7	r0.4_C10
LINC01155	0.000207060772336681	0.000153256704980843	0.000116144018583043	0	0.000259672812256557	0	0
RP11-258C19.7	0.0013976602132726	0.00122605363984674	0.00139372822299652	0.00108601216333623	0.00103869124902623	0.00139811254806012	0
KDM5C	0.00916243917589813	0.0105747126436782	0.0101045296167247	0.0152041702867072	0.0122046221760582	0.0220202726319469	0.00401606425702811
IQSEC2	0.0000517651930841702	0.0000766283524904215	0	0.000651607298001738	0	0.011883956658511	0
SMC1A	0.0253649446112434	0.0350191570881226	0.0336817653890825	0.0475673327541268	0.0329784471565827	0.0440405452638937	0.0240963855421687
RIBC1	0.000414121544673362	0.000229885057471264	0.000232288037166086	0.000217202432667246	0	0	0
HSD17B10	0.127756496531732	0.175708812260536	0.152613240418118	0.192006950477845	0.17424045702415	0.310031457532331	0.0642570281124498
HUWE1	0.0159954446630086	0.0204597701149425	0.0207897793263647	0.0201998262380539	0.0186964424824721	0.0286613072352324	0.00401606425702811
PHF8	0.00414121544673362	0.00475095785440613	0.00441347270615563	0.00651607298001738	0.00649182030641392	0.00768961901433065	0.00401606425702811
FAM120C	0.00652241432860545	0.00674329501915709	0.00464576074332172	0.0052128583840139	0.00675149311867048	0.00734009087731562	0.00401606425702811
WNK3	0.000414121544673362	0.000153256704980843	0	0	0	0	0
TSR2	0.101563308831142	0.111034482758621	0.0954703832752613	0.11120764552563	0.116852765515451	0.047186298497029	0.108433734939759
GNL3L	0.00574593643234289	0.00773946360153257	0.00557491289198606	0.0080364900086881	0.00753051155544015	0.00419433764418036	0.00803212851405622
MAGED2	0.0534734444559478	0.0655172413793104	0.0574912891986063	0.0692875760208514	0.0449233965203843	0.023767913317022	0.401606425702811
TRO	0.000155295579252511	0	0	0.000217202432667246	0	0	0.00401606425702811
APEX2	0.0119059944093591	0.0146360153256705	0.0112659698025552	0.0195482189400521	0.0199948065437549	0.0136315973435862	0
FAM104B	0.0176001656486179	0.0182375478927203	0.0166085946573751	0.0262814943527368	0.0189561152947286	0.0125830129325411	0.00803212851405622
MTRNR2L10	0.0000517651930841702	0	0.000116144018583043	0	0	0	0
PAGE5	0.00455533699140698	0.0085823754789272	0.00232288037166086	0.000434404865334492	0.000519345624513113	0	0.00401606425702811
MAGEH1	0.0504192980639818	0.0511877394636015	0.029849012775842	0.0336663770634231	0.0290833549727344	0.0160782943026914	0.0120481927710843
USP51	0.00496945853608034	0.00398467432950192	0.00267131242740999	0.00260642919200695	0.00415476499610491	0.00104858441104509	0
RRAGB	0.00843772647271974	0.00881226053639847	0.00905923344947735	0.00673327541268462	0.0124642949883147	0.00838867528836071	0
RP13-188A5.1	0.00253649446112434	0.00444444444444444	0.0032520325203252	0.0023892267593397	0.0189561152947286	0.00139811254806012	0.00401606425702811
KLF8	0.0010353038616834	0.00413793103448276	0.000696864111498258	0.0028236316246742	0.0127239678005713	0.00279622509612024	0
UBQLN2	0.0561134693032405	0.0551724137931034	0.0353077816492451	0.0299739357080799	0.0363541937159179	0.0125830129325411	0.0160642570281124
RP11-431N15.2	0.00010353038616834	0.0000766283524904215	0	0	0	0	0
SPIN3	0.00144942540635677	0.00191570881226054	0.000929152148664344	0.000868809730668984	0.0018177096857959	0.00034952813701503	0
SPIN2B	0.0235013976602133	0.0288888888888889	0.0267131242740999	0.0236750651607298	0.022851207478577	0.012233484795526	0.0441767068273092
RP3-323P24.3	0.000362356351589191	0.000306513409961686	0.000232288037166086	0.000217202432667246	0.00103869124902623	0	0
SPIN2A	0.000310591158505021	0.0000766283524904215	0.000232288037166086	0.000217202432667246	0.00077901843676967	0.00034952813701503	0
FAAH2	0.00398591986748111	0.0053639846743295	0.00197444831591173	0	0.0018177096857959	0.000699056274030059	0.00401606425702811
ZXDB	0.002432964074956	0.00367816091954023	0.00418118466898955	0.00217202432667246	0.00311607374707868	0.0034952813701503	0
ZXDA	0.00398591986748111	0.00636015325670498	0.00499419279907085	0.0028236316246742	0.00337574655933524	0.00314575323313527	0.00803212851405622
SPIN4	0.000414121544673362	0.000919540229885057	0.00232288037166086	0.00738488271068636	0.0018177096857959	0.00104858441104509	0
ARHGEF9	0.0126824723056217	0.0111877394636015	0.0118466898954704	0.026498696785404	0.0119449493638016	0.00803914715134568	0
AMER1	0.000672947510094213	0.000766283524904215	0.000813008130081301	0.000651607298001738	0	0.00104858441104509	0
ASB12	0	0	0	0	0.000259672812256557	0	0
MTMR8	0.000880008282430893	0.00053639846743295	0.00104529616724739	0.000651607298001738	0.00207738249805245	0	0
ZC4H2	0.00621182317010042	0.00551724137931034	0.00534262485481998	0.00325803649000869	0.00675149311867048	0.00279622509612024	0.0200803212851406
ZC3H12B	0	0.000229885057471264	0	0	0.00077901843676967	0	0
LAS1L	0.0250025882596542	0.0262835249042146	0.0245063879210221	0.0215030408340573	0.027525318099195	0.0167773505767214	0.00803212851405622
MSN	0.0893467232632778	0.149885057471264	0.16945412311266	0.243918331885317	0.111139963645806	0.140510311080042	0.357429718875502
VSIG4	0.00010353038616834	0.000153256704980843	0.00116144018583043	0.000217202432667246	0.000259672812256557	0.0192240475358266	0
AR	0.0000517651930841702	0	0.000116144018583043	0	0	0.000699056274030059	0
OPHN1	0.0000517651930841702	0.0000766283524904215	0	0.000217202432667246	0	0.00174764068507515	0.00803212851405622
YIPF6	0.0185837043172171	0.0171647509578544	0.0177700348432056	0.0249782797567333	0.018177096857959	0.0111849003844809	0.0160642570281124
STARD8	0.0000517651930841702	0	0	0	0	0.00489339391821042	0.00803212851405622
EFNB1	0.00217413810953515	0.00306513409961686	0.00209059233449477	0.00304083405734144	0.00077901843676967	0.0164278224397064	0.0200803212851406
PJA1	0.0140801325188943	0.0135632183908046	0.0148664343786295	0.0171589921807124	0.0140223318618541	0.00139811254806012	0.00401606425702811
EDA	0.00155295579252511	0.00390804597701149	0.00301974448315912	0.000217202432667246	0.000259672812256557	0.00034952813701503	0.00803212851405622
IGBP1	0.217362045760431	0.271724137931035	0.18548199767712	0.151172893136403	0.222020254479356	0.168123033904229	0.172690763052209
PDZD11	0.0259861269282534	0.0481992337164751	0.0412311265969803	0.0519113814074718	0.0360945209036614	0.0258650821391122	0.00803212851405622
KIF4A	0	0.000153256704980843	0	0.000868809730668984	0	0.000699056274030059	0
DLG3	0.00129412982710426	0.00367816091954023	0.00627177700348432	0.00347523892267593	0.000259672812256557	0.00034952813701503	0.00401606425702811
DLG3-AS1	0	0.000229885057471264	0	0	0	0	0
SNX12	0.0151154363805777	0.0207662835249042	0.0169570267131243	0.0184622067767159	0.0186964424824721	0.0136315973435862	0.00803212851405622
FOXO4	0.00274355523346102	0.00406130268199234	0.0048780487804878	0.00564726324934839	0.00311607374707868	0.00524292205522545	0.00401606425702811
CXORF65	0.00383062428822859	0.00804597701149425	0.00615563298490128	0.00434404865334492	0.00415476499610491	0.00209716882209018	0.00803212851405622
IL2RG	0.486075163060358	0.817931034482759	0.713472706155633	0.814291920069505	0.476499610490782	0.171268787137365	0.269076305220884
MED12	0.00445180660523864	0.00567049808429119	0.00429732868757259	0.0080364900086881	0.00649182030641392	0.00699056274030059	0.00401606425702811
NLGN3	0.0000517651930841702	0.000229885057471264	0	0	0	0	0
RP5-1091N2.9	0.0102495082306657	0.0143295019157088	0.00905923344947735	0.00456125108601216	0.0176577512334459	0.0213212163579168	0.00401606425702811
ZMYM3	0.00807537012113055	0.00659003831417625	0.00603948896631823	0.00651607298001738	0.00830952999220982	0.00768961901433065	0.00401606425702811
NONO	0.0885702453670152	0.0974712643678161	0.0788617886178862	0.0903562119895743	0.0947805764736432	0.0559245019224048	0.0481927710843374
ITGB1BP2	0.000155295579252511	0.000153256704980843	0	0	0.000259672812256557	0	0
TAF1	0.00481416295682783	0.00551724137931035	0.00708478513356562	0.00586446568201564	0.00623214749415736	0.00664103460328556	0.00401606425702811
OGT	0.0138730717465576	0.0177011494252874	0.0197444831591173	0.026498696785404	0.0218125162295508	0.0129325410695561	0.00401606425702811
ACRC	0.000931773475515064	0.0021455938697318	0.00267131242740999	0.0028236316246742	0.00103869124902623	0.00139811254806012	0
CXCR3	0.0100942126514132	0.11816091954023	0.136353077816492	0.0584274543874891	0.0220721890418073	0.0293603635092625	0.0200803212851406
NHSL2	0.000258825965420851	0.00176245210727969	0.00127758420441347	0.00152041702867072	0	0.00209716882209018	0
RGAG4	0.000155295579252511	0.000613026819923372	0.000348432055749129	0.000651607298001738	0	0.00419433764418036	0
PIN4	0.0543534527383787	0.0690421455938697	0.0516840882694541	0.0825369244135534	0.0610231108802908	0.0685075148549458	0.0321285140562249
ERCC6L	0.000362356351589191	0.0000766283524904215	0.000348432055749129	0	0	0.00034952813701503	0
RPS4X	16.0269179004038	17.0835249042146	14.0296167247387	8.01303214596003	13.8353674370293	8.77874868926949	6.30120481927711
CITED1	0	0.0000766283524904215	0	0.000217202432667246	0.000259672812256557	0	0
HDAC8	0.0109224557407599	0.0127969348659004	0.0145180023228804	0.0171589921807124	0.013502986237341	0.0094372596994058	0.0160642570281124
PHKA1	0.0000517651930841702	0	0	0	0	0.00034952813701503	0
NAP1L6	0.000983538668599234	0.000613026819923372	0.000580720092915215	0.000434404865334492	0.000259672812256557	0	0
NAP1L2	0.00300238119888187	0.00352490421455939	0.00418118466898955	0.0023892267593397	0.000519345624513113	0.000699056274030059	0
CHIC1	0.00269179004037685	0.00314176245210728	0.0024390243902439	0.0028236316246742	0.00571280186964425	0.00104858441104509	0.00401606425702811
TSIX	0.000931773475515064	0.00145593869731801	0.00104529616724739	0.00108601216333623	0.00103869124902623	0.00034952813701503	0
XIST	0.0450357179832281	0.0540229885057471	0.045993031358885	0.0595134665508254	0.0495975071410023	0.0412443201677735	0.0160642570281124
JPX	0.0446215964385547	0.0484291187739464	0.0521486643437863	0.0525629887054735	0.0555699818229031	0.0335547011534429	0.0281124497991968
RP13-216E22.4	0.00010353038616834	0	0.000116144018583043	0	0	0	0
FTX	0.00983538668599234	0.00835249042145594	0.00905923344947735	0.00738488271068636	0.00830952999220982	0.00559245019224047	0.00401606425702811
SLC16A2	0	0.000306513409961686	0.000348432055749129	0	0	0	0
RLIM	0.00424474583290196	0.0042911877394636	0.00371660859465738	0.00390964378801043	0.00519345624513113	0.00524292205522545	0.00401606425702811
KIAA2022	0.000207060772336681	0	0	0	0.000519345624513113	0	0
ABCB7	0.0204472512682472	0.0209195402298851	0.0173054587688734	0.012380538662033	0.0332381199688393	0.012233484795526	0.0120481927710843
UPRT	0.0105600993891707	0.0118773946360153	0.0119628339140534	0.011511728931364	0.0103869124902623	0.00734009087731562	0.0120481927710843
ZDHHC15	0.000672947510094213	0.000459770114942529	0	0.000217202432667246	0.000259672812256557	0.00034952813701503	0
PBDC1	0.0440004141215447	0.0616091954022989	0.0614401858304297	0.0738488271068636	0.0542716177616204	0.0496329954561342	0.0200803212851406
MAGEE1	0.00750595299720468	0.0064367816091954	0.00673635307781649	0.00629887054735013	0.00285640093482212	0	0
ATRX	0.0755771819028885	0.097088122605364	0.0900116144018583	0.0836229365768897	0.0851726824201506	0.0422929045788186	0.036144578313253
MAGT1	0.00828243089346723	0.0124137931034483	0.0117305458768873	0.0165073848827107	0.00804985717995326	0.0104858441104509	0.00803212851405622
COX7B	0.0588052593436173	0.0704214559386973	0.0579558652729384	0.0734144222415291	0.0659568943131654	0.139112198531982	0.0281124497991968
ATP7A	0.00155295579252511	0.000613026819923372	0.00116144018583043	0.00173761946133797	0.00129836406128278	0.00034952813701503	0
PGAM4	0.0000517651930841702	0.000153256704980843	0.000232288037166086	0	0	0.00034952813701503	0
PGK1	0.30225696241847	0.416168582375479	0.328339140534262	0.331885317115552	0.321215268761361	0.315973435861587	0.441767068273092
TAF9B	0.0120612899886117	0.0127969348659004	0.00905923344947735	0.00477845351867941	0.00519345624513113	0.00664103460328556	0.00803212851405622
CYSLTR1	0.0106118645822549	0.00888888888888889	0.00220673635307782	0.00955690703735882	0.0316800830952999	0.00873820342537574	0
P2RY10	0.0247437622942334	0.029272030651341	0.021602787456446	0.0117289313640313	0.0830952999220982	0.00699056274030059	0.0200803212851406
GPR174	0.000672947510094213	0.00114942528735632	0.000580720092915215	0.00108601216333623	0.000519345624513113	0.00034952813701503	0
ITM2A	0.249611761051869	0.244980842911877	0.136933797909408	0.107515204170287	0.0420669955855622	0.0111849003844809	0.152610441767068
BRWD3	0.00341650274355523	0.00398467432950192	0.00452961672473868	0.00304083405734144	0.00467411062061802	0.0034952813701503	0.00803212851405622
HMGN5	0.00719536183869966	0.00444444444444444	0.00452961672473868	0.00325803649000869	0.00519345624513113	0.0034952813701503	0
SH3BGRL	0.167615695206543	0.224827586206897	0.184436701509872	0.22871416159861	0.296027005972475	0.238028661307235	0.630522088353414
HDX	0.000207060772336681	0.000766283524904215	0.000232288037166086	0.00152041702867072	0.00103869124902623	0.00279622509612024	0
APOOL	0.00124236463402008	0.00183908045977011	0.00127758420441347	0.00195482189400521	0.00285640093482212	0.00209716882209018	0
ZNF711	0.000931773475515064	0.000383141762452107	0.000348432055749129	0	0.00311607374707868	0.000699056274030059	0
POF1B	0	0.0000766283524904215	0.000116144018583043	0	0.00077901843676967	0	0
CHM	0.00367532870897608	0.00521072796934866	0.00511033681765389	0.00499565595134665	0.00623214749415736	0.00419433764418036	0
NAP1L3	0.00502122372916451	0.00521072796934866	0.00301974448315912	0.00434404865334492	0.00103869124902623	0.00034952813701503	0
FAM133A	0.000310591158505021	0	0.000116144018583043	0	0	0	0
DIAPH2	0.00465886737757532	0.00980842911877395	0.00720092915214866	0.00608166811468288	0.0111659309270319	0.0160782943026914	0.00803212851405622
RPA4	0.000362356351589191	0.000919540229885057	0.000348432055749129	0.000217202432667246	0.00077901843676967	0.00139811254806012	0.00803212851405622
TSPAN6	0.00207060772336681	0.00122605363984674	0.000464576074332172	0	0	0	0
SYTL4	0	0	0	0	0.000259672812256557	0.00034952813701503	0.0883534136546185
CSTF2	0.00528004969458536	0.00934865900383142	0.00940766550522648	0.00955690703735882	0.00519345624513113	0.00838867528836071	0.0120481927710843
XKRX	0.000310591158505021	0	0	0	0.00103869124902623	0	0
TRMT2B	0.010353038616834	0.0125670498084291	0.00929152148664344	0.00912250217202433	0.0140223318618541	0.00664103460328556	0.00803212851405622
CENPI	0	0.000229885057471264	0	0.000434404865334492	0	0	0
TIMM8A	0.00952479552748732	0.0100383141762452	0.00917537746806039	0.0102085143353606	0.0132433134250844	0.00699056274030059	0
BTK	0.000258825965420851	0.000459770114942529	0.000813008130081301	0.000868809730668984	0.116593092703194	0.05837119888151	0.0923694779116466
RPL36A	1.7239879904752	1.98590038314176	1.53182346109175	0.711555169417897	1.53570501168528	1.62181055574974	0.626506024096386
GLA	0.00616005797701625	0.00804597701149425	0.00987224157955865	0.0134665508253692	0.0096078940534926	0.0216707444949318	0.216867469879518
HNRNPH2	0.0457086654933223	0.0493486590038314	0.0372822299651568	0.0771068635968723	0.0506361983900286	0.0524292205522545	0.0883534136546185
ARMCX4	0.00217413810953515	0.00199233716475096	0.00127758420441347	0.00173761946133797	0.00311607374707868	0.00279622509612024	0.00401606425702811
ARMCX1	0.00320944197121855	0.00130268199233716	0.000929152148664344	0.000217202432667246	0.00103869124902623	0.00734009087731562	0
ARMCX6	0.00201884253028264	0.00176245210727969	0.00174216027874564	0.00217202432667246	0.00155803687353934	0.00524292205522545	0
ARMCX3	0.0284708561962936	0.0337931034482759	0.029849012775842	0.0271503040834057	0.0283043365359647	0.023068857042992	0.112449799196787
ARMCX3-AS1	0.000155295579252511	0	0	0	0.000259672812256557	0	0
ARMCX2	0.0034682679366394	0.00183908045977011	0.00185830429732869	0.00260642919200695	0.00701116593092703	0.00104858441104509	0.00401606425702811
ZMAT1	0.00496945853608034	0.00452107279693487	0.0040650406504065	0.00325803649000869	0.00701116593092703	0.00454386578119539	0.00401606425702811
TCEAL2	0.00124236463402008	0.00153256704980843	0.000580720092915215	0	0	0	0
TCEAL6	0	0.0000766283524904214	0	0	0.000259672812256557	0	0
BEX5	0.0236049280463816	0.027816091954023	0.0253193960511034	0.0175933970460469	0.00467411062061802	0.00384480950716533	0.00401606425702811
TMSB15A	0	0	0	0.000434404865334492	0	0	0
ARMCX5	0.0106118645822549	0.0109578544061303	0.00731707317073171	0.00673327541268462	0.00856920280446637	0.00314575323313527	0.00401606425702811
RP4-769N13.7	0.0000517651930841702	0.0000766283524904215	0.000116144018583043	0	0	0	0
GPRASP1	0.00424474583290196	0.00191570881226054	0.00174216027874564	0.00130321459600348	0.00129836406128278	0.00104858441104509	0
GPRASP2	0.00160472098560928	0.00053639846743295	0.000348432055749129	0.000217202432667246	0.000259672812256557	0	0
BHLHB9	0.000621182317010042	0.000842911877394636	0.000696864111498258	0	0.000259672812256557	0	0
LINC00630	0.000155295579252511	0.00053639846743295	0.000464576074332172	0.000651607298001738	0.000259672812256557	0.00034952813701503	0
LL0XNC01-237H1.2	0.000414121544673362	0	0.000464576074332172	0.000217202432667246	0.000519345624513113	0	0
BEX1	0.00155295579252511	0.00183908045977011	0.000696864111498258	0.000868809730668984	0.000519345624513113	0.000699056274030059	0
BEX4	0.100579770162543	0.0742528735632184	0.0664343786295006	0.110773240660295	0.0799792261750195	0.0608178958406152	0.160642570281124
TCEAL8	0.0864996376436484	0.104904214559387	0.0685249709639954	0.123370981754996	0.045702414957154	0.0436910171268787	0.116465863453815
BEX2	0.130292990992856	0.125134099616858	0.0947735191637631	0.0660295395308427	0.0981563230329784	0.0181754631247815	0.0200803212851406
WBP5	0.00300238119888187	0.00237547892720307	0.000464576074332172	0.00108601216333623	0.0018177096857959	0.00104858441104509	0.0763052208835341
NGFRAP1	0.170514546019257	0.106436781609195	0.0307781649245064	0.0178105994787142	0.0192157881069852	0.023068857042992	1.14859437751004
TCEAL4	0.029506160057977	0.0472030651340996	0.0427409988385598	0.0134665508253692	0.0384315762139704	0.0580216707444949	0.0481927710843374
TCEAL3	0.0250025882596542	0.0325670498084291	0.0371660859465738	0.0421372719374457	0.0249285899766294	0.0387976232086683	0.0682730923694779
TCEAL1	0.0200331297235739	0.0167049808429119	0.018931475029036	0.0332319721980886	0.022851207478577	0.0167773505767214	0.0240963855421687
MORF4L2	0.0704524277875556	0.0737164750957854	0.0766550522648084	0.0775412684622068	0.0636198390028564	0.0398462076197134	0.0522088353413655
MORF4L2-AS1	0.0010353038616834	0.00114942528735632	0.00139372822299652	0.000651607298001738	0.0018177096857959	0.000699056274030059	0
TMEM31	0.000207060772336681	0.000153256704980843	0	0.000217202432667246	0.000259672812256557	0	0
RAB9B	0.000569417123925872	0.000383141762452107	0.000232288037166086	0.00108601216333623	0.000519345624513113	0	0
LL0XNC01-116E7.2	0.000414121544673362	0.000766283524904215	0.00104529616724739	0.00130321459600348	0.000519345624513113	0	0
TMSB15B	0.00704006625944715	0.00513409961685824	0.00360046457607433	0.00499565595134665	0.0077901843676967	0.00209716882209018	0
SLC25A53	0.00440004141215447	0.0064367816091954	0.00627177700348432	0.013249348392702	0.0077901843676967	0.00489339391821042	0.00401606425702811
ZCCHC18	0.00144942540635677	0.00245210727969349	0.00638792102206736	0.00890529973935708	0.0132433134250844	0.00104858441104509	0.00401606425702811
FAM199X	0.00528004969458536	0.00674329501915709	0.00766550522648084	0.00890529973935708	0.00830952999220982	0.00279622509612024	0
CXORF57	0.00212237291645098	0.00260536398467433	0.0040650406504065	0.000651607298001738	0.0018177096857959	0	0.00401606425702811
TBC1D8B	0.000155295579252511	0.000613026819923372	0.000116144018583043	0	0.00103869124902623	0	0.00401606425702811
MORC4	0.00704006625944715	0.0109578544061303	0.00569105691056911	0.00390964378801043	0.00467411062061802	0.00139811254806012	0.00803212851405622
RBM41	0.00797183973496221	0.00873563218390805	0.00638792102206736	0.00716768027801911	0.0116852765515451	0.00489339391821042	0.00803212851405622
NUP62CL	0.000621182317010042	0.00122605363984674	0.000580720092915215	0.000217202432667246	0.00129836406128278	0.000699056274030059	0
FRMPD3	0	0	0.000464576074332172	0.000434404865334492	0.00077901843676967	0.00034952813701503	0
PRPS1	0.0745418780412051	0.0796168582375479	0.0720092915214866	0.0614682884448306	0.0804985717995326	0.0213212163579168	0.0441767068273092
TSC22D3	0.439331193705353	0.674329501915709	0.56678281068525	0.338184187662902	0.747857699298883	0.259349877665152	0.819277108433735
NCBP2L	0.0000517651930841702	0.0000766283524904215	0	0	0	0	0
MID2	0.00129412982710426	0.000996168582375479	0.00139372822299652	0.000217202432667246	0.000259672812256557	0.000699056274030059	0
VSIG1	0.010042447458329	0.0122605363984674	0.00499419279907085	0.000434404865334492	0.0018177096857959	0	0
PSMD10	0.0113883424785174	0.0124137931034483	0.0141695702671312	0.0128149435273675	0.00882887561672293	0.00629150646627053	0.00803212851405622
ATG4A	0.0120612899886117	0.0154022988505747	0.0157955865272938	0.0180278019113814	0.0101272396780057	0.00734009087731562	0.00401606425702811
NXT2	0.00869655243814059	0.00996168582375479	0.00789779326364692	0.0160729800173762	0.0096078940534926	0.00699056274030059	0
KCNE1L	0.0000517651930841702	0.0000766283524904215	0	0.00325803649000869	0.000259672812256557	0.00104858441104509	0
ACSL4	0.00326120716430272	0.00421455938697318	0.00348432055749129	0.00412684622067767	0.00259672812256557	0.00664103460328556	0
TMEM164	0.00181178175794596	0.00268199233716475	0.00290360046457607	0.00456125108601216	0.00207738249805245	0.00838867528836071	0.0160642570281124
AMMECR1	0.0111812817061808	0.0173180076628352	0.0138211382113821	0.00868809730668984	0.0142820046741106	0.00419433764418036	0.0120481927710843
GNG5P2	0.00217413810953515	0.00176245210727969	0.00220673635307782	0.00434404865334492	0.00233705531030901	0.00454386578119539	0.00401606425702811
PAK3	0.000258825965420851	0.00176245210727969	0.000232288037166086	0.000217202432667246	0.000519345624513113	0.00034952813701503	0
ALG13	0.0366497567035925	0.0436015325670498	0.040650406504065	0.0243266724587315	0.0498571799532589	0.0370499825235932	0.0240963855421687
LHFPL1	0.0000517651930841702	0.000153256704980843	0.000348432055749129	0.000217202432667246	0	0	0
AMOT	0.0000517651930841702	0.000383141762452107	0.000464576074332172	0.00130321459600348	0.000259672812256557	0	0
PLS3	0.0000517651930841702	0.000229885057471264	0	0	0	0.00034952813701503	0
RP1-241P17.4	0.0456569003002381	0.0534865900383142	0.0419279907084785	0.0477845351867941	0.0446637237081278	0.0300594197832926	0.0441767068273092
KLHL13	0.000465886737757532	0.000229885057471264	0.000116144018583043	0.000434404865334492	0	0	0
WDR44	0.00258825965420851	0.00421455938697318	0.00348432055749129	0.0023892267593397	0.00337574655933524	0.00314575323313527	0.0281124497991968
DOCK11	0.0166166269800186	0.0213026819923372	0.0206736353077817	0.0288879235447437	0.0163593871721631	0.0136315973435862	0.00803212851405622
IL13RA1	0.0000517651930841702	0	0.000116144018583043	0.000217202432667246	0.0122046221760582	0.0552254456483747	0
ZCCHC12	0.0000517651930841702	0.0000766283524904215	0	0	0.000519345624513113	0	0
RP4-562J12.2	0.0000517651930841702	0	0.000116144018583043	0	0	0.00034952813701503	0
LONRF3	0.000414121544673362	0.00176245210727969	0.00185830429732869	0.00325803649000869	0.000259672812256557	0.00209716882209018	0
PGRMC1	0.016409566207682	0.0266666666666667	0.0176538908246225	0.0143353605560382	0.0127239678005713	0.0171268787137365	0.983935742971888
RP5-1139I1.2	0	0.0000766283524904215	0.000116144018583043	0	0	0	0
SLC25A43	0.00181178175794596	0.00544061302681992	0.0040650406504065	0.00477845351867941	0.00986756686574916	0.00384480950716533	0.00803212851405622
SLC25A5	0.36059633502433	0.40911877394636	0.326248548199768	0.41876629018245	0.568683458841859	0.791331702202027	0.289156626506024
CXORF56	0.00517651930841702	0.00505747126436782	0.00592334494773519	0.00629887054735013	0.00727083874318359	0.00454386578119539	0
UBE2A	0.0347862097525624	0.0685057471264368	0.0552845528455285	0.0745004344048653	0.0849130096078941	0.0699056274030059	0.0642570281124498
NKRF	0.00704006625944715	0.00881226053639847	0.00720092915214866	0.00608166811468288	0.00519345624513113	0.00489339391821042	0.00401606425702811
SEPT6	0.169945128895331	0.17095785440613	0.138792102206736	0.153127715030408	0.155284341729421	0.0754980775952464	0.184738955823293
SOWAHD	0.00377885909514442	0.00628352490421456	0.00267131242740999	0.00130321459600348	0.038691249026227	0.0139811254806012	0
RPL39	0.195051247541153	0.202298850574713	0.146341463414634	0.0801476976542137	0.201765775123345	0.192240475358266	0.0562248995983936
UPF3B	0.0378921213376126	0.0442911877394636	0.0451800232288037	0.0610338835794961	0.0633601661905999	0.0342537574274729	0.0281124497991968
RNF113A	0.0877420022776685	0.111647509578544	0.110104529616725	0.110773240660295	0.109581926772267	0.0461377140859839	0.0441767068273092
NDUFA1	0.191841805569935	0.269961685823755	0.23739837398374	0.240660295395308	0.216047779797455	0.430269136665502	0.164658634538153
AKAP14	0.0000517651930841702	0	0	0.000434404865334492	0	0	0
RP3-327A19.5	0	0	0.000116144018583043	0	0.000259672812256557	0	0
NKAP	0.0681747592918522	0.0733333333333333	0.0628339140534263	0.0766724587315378	0.080238898987276	0.0740999650471863	0.0200803212851406
RHOXF1	0.000310591158505021	0.0010727969348659	0.000348432055749129	0.000434404865334492	0.000519345624513113	0	0
ZBTB33	0.00222590330261932	0.00245210727969349	0.00301974448315912	0.00108601216333623	0.00207738249805245	0.00139811254806012	0
TMEM255A	0	0	0.000696864111498258	0.000217202432667246	0	0	0
LAMP2	0.0198778341443214	0.0288122605363985	0.0233449477351916	0.0306255430060817	0.0142820046741106	0.0258650821391122	0.0401606425702811
CUL4B	0.00595299720467957	0.00498084291187739	0.0040650406504065	0.00477845351867941	0.00415476499610491	0.00279622509612024	0.00803212851405622
MCTS1	0.0427580494875246	0.0547126436781609	0.0528455284552846	0.0488705473501303	0.0747857699298883	0.0405452638937434	0.0240963855421687
C1GALT1C1	0.010042447458329	0.0143295019157088	0.00824622531939605	0.0162901824500434	0.00727083874318359	0.0101363159734359	0.0120481927710843
GLUD2	0.0000517651930841702	0.000306513409961686	0.000116144018583043	0.000434404865334492	0.000259672812256557	0	0
GRIA3	0.00010353038616834	0.000459770114942529	0.000116144018583043	0	0	0	0
THOC2	0.0406356765710736	0.0476628352490421	0.0382113821138211	0.0425716768027802	0.0521942352635679	0.0251660258650821	0.0763052208835341
XIAP	0.017341339683197	0.0190804597701149	0.0219512195121951	0.0228062554300608	0.0186964424824721	0.0125830129325411	0.00401606425702811
RP1-315G1.3	0.00119059944093591	0.000919540229885057	0.00116144018583043	0.00130321459600348	0.00415476499610491	0.00174764068507515	0
STAG2	0.0253649446112434	0.030727969348659	0.0303135888501742	0.0334491746307559	0.0311607374707868	0.0216707444949318	0.00401606425702811
SH2D1A	0.053525209649032	0.0729501915708812	0.136120789779326	0.124239791485665	0.0114256037392885	0.00454386578119539	0.0401606425702811
TENM1	0.000931773475515064	0.000613026819923372	0.000232288037166086	0.000651607298001738	0.000519345624513113	0	0
SMARCA1	0.000517651930841702	0	0.000232288037166086	0	0	0	0
OCRL	0.000517651930841702	0.000383141762452107	0.000116144018583043	0	0.000519345624513113	0	0.00401606425702811
XPNPEP2	0.000362356351589191	0.000613026819923372	0.00185830429732869	0.00325803649000869	0.00155803687353934	0	0
SASH3	0.0403768506056528	0.0582375478927203	0.0678281068524971	0.14748045178106	0.0651778758763957	0.0611674239776302	0.0481927710843374
ZDHHC9	0.00212237291645098	0.00229885057471264	0.00150987224157956	0	0.00077901843676967	0	0.00401606425702811
UTP14A	0.0158401490837561	0.0167816091954023	0.0153310104529617	0.0158557775847089	0.0186964424824721	0.0178259349877665	0.00803212851405622
BCORL1	0.00129412982710426	0.00145593869731801	0.00127758420441347	0.00152041702867072	0.00129836406128278	0.00384480950716533	0
